runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,fix_cross.started,fix_cross.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
stimuli/orders/stimOrder5.xlsx,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,4293.9157936000265,4293.9157936000265,,,,,-25.02057613168725,4315.6549457293,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013762870337814093,None,43.00411522633745,4318.790450829547,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder5.xlsx,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0115746702067554,None,39.79423868312757,4322.640874329489,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,5,0,4,4,3,0,1,1,1,,,,,,,4327.516064899974,4327.516064899974,None,space,209.0032422002405,4327.516064899974,None,,,,,,4625.93453139998,None,4644.035137999803,None,4644.035137999803,None,,,,,,,,,,,0.011219470296055079,None,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,6,0,4,4,3,0,3,3,3,,,,,,,,,,,,,,,,,,,4660.035107199568,None,4677.968723399565,None,4677.968723399565,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,5,0,4,4,3,0,5,5,5,,,,,,,,,,,,,,,,,,,4693.968746299855,None,4711.518818199635,None,4711.518818199635,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,6,0,4,4,3,0,9,9,9,,,,,,,,,,,,,,,,,,,4761.035898000002,None,4778.469155699946,None,4778.469155699946,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,6,0,4,4,3,0,13,13,13,,,,,,,,,,,,,,,,,,,4827.936393099837,None,4845.403141199611,None,4845.403141199611,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,6,0,4,4,3,0,15,15,15,,,,,,,,,,,,,,,,,,,4861.403315600008,None,4878.869794699829,None,4878.869794699829,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,5,0,4,4,3,0,17,17,17,,,,,,,,,,,,,,,,,,,4894.870249499567,None,4912.337155499961,None,4912.337155499961,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,5,0,4,4,3,0,23,23,23,,,,,,,,,,,,,,,,,,,4995.254311800003,4995.254311800003,5012.687861499842,None,5012.687861499842,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,6,0,4,4,3,0,25,25,25,,,,,,,,,,,,,,,,,,,5028.687884700019,None,5046.171424199827,None,5046.171424199827,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,6,0,4,4,3,0,27,27,27,,,,,,,,,,,,,,,,,,,5062.171450799797,None,5079.621684799902,None,5079.621684799902,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,6,0,4,4,3,0,29,29,29,,,,,,,,,,,,,,,,,,,5095.621713999659,None,5111.621904199943,None,5111.621904199943,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,5,0,4,4,3,0,30,30,30,,,,,,,,,,,,,,,,,,,,,5129.088676599786,5129.088676599786,5129.088676599786,5129.088676599786,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,5,0,4,4,3,0,34,34,34,,,,,,,,,,,,,,,,,,,5178.555664799642,5178.555664799642,5196.039214799646,None,5196.039214799646,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,6,0,4,4,3,0,36,36,36,,,,,,,,,,,,,,,,,,,5212.039222399704,None,5229.489447099622,None,5229.489447099622,None,,,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,5245.489489799831,None,,,,,-39.67078189300411,5264.861348929815,,,,,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014387370087206364,None,50.0,5267.130226529669,,,,,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
stimuli/orders/stimOrder7.xlsx,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012156570330262184,None,36.831275720164605,5272.830609829631,,,1,M,1,r,CIB,2021_Apr_13_1218,bodysite,2020.2.5,60.0127707589688,"['Right Arm', 'Right Face', 'Abdomen', 'Right Leg', 'Left Leg', 'Left Arm', 'Left Face', 'Chest']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01183107029646635,None,,,,,,,,,,,
