square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.rt_left,response.rt_right,response_2.rt_left,response_2.rt_right,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
7,"[-0.2, -0.2]",0,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",138.31866139965132,140.3187067997642,138.31866139965132,139.31867349985987,139.30203419970348,140.30205959966406,"[0, 0, 0]",1,138.31866139965132,140.3187067997642,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",1,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",140.335361499805,142.3353844000958,140.335361499805,141.33537739980966,141.31871300004423,142.318705199752,"[0, 0, 0]",1,140.335361499805,142.3353844000958,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",142.35205060010776,144.3520585000515,142.35205060010776,143.352045299951,143.33531529968604,144.33538919966668,"[0, 0, 0]",1,142.35205060010776,144.3520585000515,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
5,"[0, 0]",0,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",144.36871160008013,146.3687273999676,144.36871160008013,145.368735099677,145.3520637000911,146.35206849966198,"[0, 0, 0]",1,144.36871160008013,146.3687273999676,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",1,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",146.38541149999946,148.38541539991274,146.38541149999946,147.3854082999751,147.36874359985813,148.36876360001042,"[0, 0, 0]",1,146.38541149999946,148.38541539991274,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",148.40208949986845,150.4021008000709,148.40208949986845,149.40210589999333,149.38551179971546,150.3854557997547,"[0, 0, 0]",1,148.40208949986845,150.4021008000709,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",150.41877119988203,152.41876529995352,150.41877119988203,151.41876679984853,151.4021121999249,152.40216819988564,"[0, 0, 0]",1,150.41877119988203,152.41876529995352,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",152.4354523997754,154.4354669000022,152.4354523997754,153.4354685996659,153.41878739977255,154.41880399966612,"[0, 0, 0]",1,152.4354523997754,154.4354669000022,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",154.45214209984988,156.45215149968863,154.45214209984988,155.4521351000294,155.4354677000083,156.4354795999825,"[0, 0, 0]",1,154.45214209984988,156.45215149968863,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",0,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",156.4687967998907,158.4688295996748,156.4687967998907,157.46881920006126,157.452154699713,158.45214089984074,"[0, 0, 0]",1,156.4687967998907,158.4688295996748,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",158.48537789983675,160.48550859978423,158.48537789983675,159.48549690004438,159.46882280008867,160.46884089987725,"[0, 0, 0]",1,158.48537789983675,160.48550859978423,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",1,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",160.5021710996516,162.5021901000291,160.5021710996516,161.5021806000732,161.48551889974624,162.4855213998817,"[0, 0, 0]",1,160.5021710996516,162.5021901000291,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
5,"[0, 0]",0,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",162.5188486999832,164.51886119972914,162.5188486999832,163.5188694000244,163.5022005001083,164.5022072000429,"[0, 0, 0]",1,162.5188486999832,164.51886119972914,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",164.5355384000577,166.53557309973985,164.5355384000577,165.53555999975652,165.51888610003516,166.5188783998601,"[0, 0, 0]",1,164.5355384000577,166.53557309973985,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
5,"[0, 0]",1,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",166.55220500007272,168.5522209997289,166.55220500007272,167.55221669981256,167.5355614,168.53558549983427,"[0, 0, 0]",0,166.55220500007272,168.5522209997289,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",168.568905999884,170.56889159977436,168.568905999884,169.56892429990694,169.5522310999222,170.5522384000942,"[0, 0, 0]",1,168.568905999884,170.56889159977436,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",170.58558909967542,172.58559199981391,170.58558909967542,171.58559519983828,171.56892560003325,172.56893899990246,"[0, 0, 0]",1,170.58558909967542,172.58559199981391,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",172.60226969979703,174.60227169981226,172.60226969979703,173.6022632997483,173.58559199981391,174.58560379967093,"[0, 0, 0]",0,172.60226969979703,174.60227169981226,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",174.61892959987745,176.6189604997635,174.61892959987745,175.61893869983032,175.60228809993714,176.60229029972106,"[0, 0, 0]",1,174.61892959987745,176.6189604997635,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
9,"[0.2, -0.2]",1,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",176.63563159992918,178.63561420002952,176.63563159992918,177.6356232999824,177.61895909998566,178.618964899797,"[0, 0, 0]",1,176.63563159992918,178.63561420002952,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",0,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",178.65229779994115,180.6523122000508,178.65229779994115,179.65231189969927,179.63564200000837,180.6356506999582,"[0, 0, 0]",1,178.65229779994115,180.6523122000508,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
2,"[0, 0.2]",0,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",180.66899219993502,182.66900169989094,180.66899219993502,181.66898999968544,181.65232079988346,182.65232589980587,"[0, 0, 0]",1,180.66899219993502,182.66900169989094,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
5,"[0, 0]",0,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",182.6856611999683,184.68569179996848,182.6856611999683,183.685677499976,183.669013899751,184.6690169996582,"[0, 0, 0]",1,182.6856611999683,184.68569179996848,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.71902279974893,None,space,184.71902279974893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,0,0,0,0,,,,,0,0,0,0,208.08639109972864,None,209.76957509992644,None,209.76957509992644,210.76919959997758,210.752557199914,None,1,None,None,"[0, 0, 0]",,,209.76957509992644,None,,,,,,,,,,,,,,,,,,,192.41935479966924,192.41935479966924,None,space,6.709335800260305,192.41935479966924,None,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,1,1,1,,,,,0,0,0,0,,,211.10254290001467,None,211.10254290001467,212.1025597997941,212.08587830001488,213.0858960999176,1,None,None,"[0, 0, 0]",,,211.10254290001467,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",1,stimuli/orders/stimOrder1.xlsx,,,,,0,2,2,2,,,,,0,0,0,0,,,213.1025507999584,213.1025507999584,213.1025507999584,214.10259359981865,214.08590289996937,215.08590989978984,0,None,None,"[0, 0, 0]",,,213.1025507999584,213.1025507999584,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,3,3,3,,,,,0,0,0,0,,,215.10258089983836,215.10258089983836,215.10258089983836,216.1025962997228,216.0859006997198,217.08591789985076,1,None,None,"[0, 0, 0]",,,215.10258089983836,215.10258089983836,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,4,4,4,,,,,0,0,0,0,,,217.10257409978658,217.10257409978658,217.10257409978658,218.10258820001036,218.0859226998873,219.08593449974433,1,None,None,"[0, 0, 0]",,,217.10257409978658,217.10257409978658,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,5,5,5,,,,,0,0,0,0,,,219.10258119972423,219.10258119972423,219.10258119972423,220.10259540006518,220.0859316000715,221.08594750007614,1,None,None,"[0, 0, 0]",,,219.10258119972423,219.10258119972423,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,6,6,6,,,,,0,0,0,0,,,221.102589499671,221.102589499671,221.102589499671,222.10263879969716,222.0859471000731,223.08595719980076,1,None,None,"[0, 0, 0]",,,221.102589499671,221.102589499671,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
,,,stimuli/orders/stimOrder1.xlsx,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.98765432098765,207.29699533013627,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,0,0,0,0,,,,,0,0,0,0,228.10295580001548,None,229.13637039996684,None,229.13637039996684,230.13601299980655,230.11932619987056,None,0,None,None,"[0, 0, 0]",,,229.13637039996684,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.012872269842773676,5.008961670100689,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,1,1,1,,,,,0,0,0,0,,,231.11934620002285,None,231.11934620002285,232.11935300007463,232.10266869980842,233.10270719975233,0,None,None,"[0, 0, 0]",,,231.11934620002285,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",1,stimuli/orders/stimOrder1.xlsx,,,,,0,2,2,2,,,,,0,0,0,0,,,233.11935740010813,233.11935740010813,233.11935740010813,234.11937619978562,234.1026997999288,235.10270339995623,0,None,None,"[1, 0, 0]",,,233.11935740010813,233.11935740010813,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 0, 0]",,,,,1.8670196002349257,0.2502741999924183,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,3,3,3,,,,,0,0,0,0,,,235.11936930008233,235.11936930008233,235.11936930008233,236.11938099982217,236.10271549969912,237.1027281000279,1,None,None,"[0, 0, 0]",,,235.11936930008233,235.11936930008233,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,4,4,4,,,,,0,0,0,0,,,237.11939190002158,237.11939190002158,237.11939190002158,238.11939039966092,238.1027206997387,239.10272509977221,1,None,None,"[0, 0, 0]",,,237.11939190002158,237.11939190002158,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,5,5,5,,,,,0,0,0,0,,,239.1194029999897,239.1194029999897,239.1194029999897,240.11941169993952,240.10273439995944,241.10272970004007,1,None,None,"[0, 0, 0]",,,239.1194029999897,239.1194029999897,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,stimuli/orders/stimOrder1.xlsx,,,,,0,6,6,6,,,,,0,0,0,0,,,241.11942029977217,241.11942029977217,241.11942029977217,242.11942659970373,242.1027546999976,243.10276479972526,1,None,None,"[0, 0, 0]",,,241.11942029977217,241.11942029977217,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1459,WASABI distractmap,2020.2.10,59.99718001328324,"['Chest', 'Left Face', 'Abdomen', 'Chest', 'Right Face', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Right Arm', 'Right Arm', 'Left Leg', 'Left Face', 'Left Leg', 'Abdomen']",
