square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
3,"[0.2, 0.2]",0,,0,0,0,0,0,7,7,7,,,,,,,,,,,195.46432990022004,None,195.46432990022004,196.46434100018814,196.4476731000468,197.4476849003695,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,195.46432990022004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
3,"[0.2, 0.2]",1,,0,0,0,0,0,8,8,8,,,,,,,,,,,197.46435580030084,None,197.46435580030084,198.4643659000285,198.44774460000917,199.4477013000287,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,197.46435580030084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
8,"[0, -0.2]",0,,0,0,0,0,0,9,9,9,,,,,,,,,,,199.46435050014406,None,199.46435050014406,200.4643910001032,200.44769930001348,201.44770960044116,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,199.46435050014406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,10,10,10,,,,,,,,,,,201.46438970044255,None,201.46438970044255,202.46440360043198,202.44772840011865,203.44772610021755,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,201.46438970044255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,11,11,11,,,,,,,,,,,203.4643910001032,None,203.4643910001032,204.46436830004677,204.44773340038955,205.44774290034547,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,203.4643910001032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
4,"[-0.2, 0]",0,,0,0,0,0,0,12,12,12,,,,,,,,,,,205.46442250022665,None,205.46442250022665,206.46447060024366,206.44764320040122,207.44776980020106,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,205.46442250022665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
4,"[-0.2, 0]",1,,0,0,0,0,0,13,13,13,,,,,,,,,,,207.46442280011252,None,207.46442280011252,208.46442850027233,208.44776800042018,209.4477628003806,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,207.46442280011252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
8,"[0, -0.2]",0,,0,0,0,0,0,14,14,14,,,,,,,,,,,209.46443930035457,None,209.46443930035457,210.4644630001858,210.4477963000536,211.44778100028634,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,209.46443930035457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
5,"[0, 0]",0,,0,0,0,0,0,15,15,15,,,,,,,,,,,211.46444760030136,None,211.46444760030136,212.46446490008384,212.44783870037645,213.44781210040674,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,211.46444760030136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
5,"[0, 0]",1,,0,0,0,0,0,16,16,16,,,,,,,,,,,213.46447350038216,None,213.46447350038216,214.46447170013562,214.44781330041587,215.44780760025606,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,213.46447350038216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,17,17,17,,,,,,,,,,,215.46448700036854,None,215.46448700036854,216.46449570031837,216.44782100012526,217.4478253000416,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,215.46448700036854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
3,"[0.2, 0.2]",0,,0,0,0,0,0,18,18,18,,,,,,,,,,,217.4645007001236,None,217.4645007001236,218.4645119002089,218.44784070039168,219.44786260044202,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,217.4645007001236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",0,,0,0,0,0,0,19,19,19,,,,,,,,,,,219.46451080031693,None,219.46451080031693,220.46452340018004,220.44784550042823,221.44786470010877,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,219.46451080031693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,20,20,20,,,,,,,,,,,221.4645326002501,None,221.4645326002501,222.46452520042658,222.44787390017882,223.4479542002082,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,221.4645326002501,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",1,,0,0,0,0,0,21,21,21,,,,,,,,,,,223.46455200016499,None,223.46455200016499,224.46455910010263,224.44788410002366,225.44789970014244,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,223.46455200016499,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",1,,0,0,0,0,0,22,22,22,,,,,,,,,,,225.4645497002639,None,225.4645497002639,226.46456690039486,226.44788730004802,227.4479079004377,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,225.4645497002639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
3,"[0.2, 0.2]",0,,0,0,0,0,0,23,23,23,,,,,,,,,,,227.46457750024274,None,227.46457750024274,228.4645732003264,228.44738430017605,229.44792430009693,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,227.46457750024274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,24,24,24,,,,,,,,,,,229.4645845000632,None,229.4645845000632,230.4645970002748,230.44796190038323,231.44796710042283,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,229.4645845000632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,25,25,25,,,,,,,,,,,231.46458200039342,None,231.46458200039342,232.46461390005425,232.44794020010158,233.44794990029186,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,231.46458200039342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
7,"[-0.2, -0.2]",0,,0,0,0,0,0,26,26,26,,,,,,,,,,,233.4646195000969,None,233.4646195000969,234.46462030010298,234.44797170022503,235.4479697002098,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,233.4646195000969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
7,"[-0.2, -0.2]",1,,0,0,0,0,0,27,27,27,,,,,,,,,,,235.46464910032228,None,235.46464910032228,236.46465910039842,236.44797470001504,237.44799300003797,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,235.46464910032228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,28,28,28,,,,,,,,,,,237.46464160038158,None,237.46464160038158,238.46466709999368,238.4479891001247,239.44799020001665,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,237.46464160038158,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",0,,0,0,0,0,0,29,29,29,,,,,,,,,,,239.46466490020975,None,239.46466490020975,240.4646616000682,240.44801090005785,241.4480179999955,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,239.46466490020975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.46468740003183,None,space,241.46468740003183,None,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",None,,0,0,0,0,0,0,0,0,,,,,,,,,245.5480390000157,None,246.56472160015255,None,246.56472160015255,247.56460640020669,247.5480688000098,248.5480715003796,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,246.56472160015255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",1,,0,0,0,0,0,1,1,1,,,,,,,,,,,248.56471710000187,None,248.56471710000187,249.56473200023174,249.54808590002358,250.54808500036597,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,248.56471710000187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,2,2,2,,,,,,,,,,,250.5647464999929,None,250.5647464999929,251.56473930040374,251.54812080040574,252.54807690018788,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,250.5647464999929,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
9,"[0.2, -0.2]",0,,0,0,0,0,0,3,3,3,,,,,,,,,,,252.56475700018927,None,252.56475700018927,253.56476640002802,253.54811040032655,254.54809510009363,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,252.56475700018927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
9,"[0.2, -0.2]",1,,0,0,0,0,0,4,4,4,,,,,,,,,,,254.5647717001848,None,254.5647717001848,255.56484560016543,255.54810960032046,256.54811400035396,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,254.5647717001848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
6,"[0.2, 0]",0,,0,0,0,0,0,5,5,5,,,,,,,,,,,256.56479040021077,None,256.56479040021077,257.56478600017726,257.548125800211,258.5481374002993,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,256.56479040021077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
4,"[-0.2, 0]",0,,0,0,0,0,0,6,6,6,,,,,,,,,,,258.5648072003387,None,258.5648072003387,259.5648213000968,259.5481338002719,260.54814400011674,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,258.5648072003387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
3,"[0.2, 0.2]",0,,0,0,0,0,0,7,7,7,,,,,,,,,,,260.56480470020324,None,260.56480470020324,261.56482670037076,261.5481597003527,262.5481531000696,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,260.56480470020324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
3,"[0.2, 0.2]",1,,0,0,0,0,0,8,8,8,,,,,,,,,,,262.5648315004073,None,262.5648315004073,263.56482390034944,263.54816680029035,264.5481793000363,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,262.5648315004073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
8,"[0, -0.2]",0,,0,0,0,0,0,9,9,9,,,,,,,,,,,264.5648690001108,None,264.5648690001108,265.5648485003039,265.5481723002158,266.5481901001185,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,264.5648690001108,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,0,0,0,0,0,10,10,10,,,,,,,,,,,266.56485350010917,None,266.56485350010917,267.56486910022795,267.54820320010185,268.54820820037276,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,266.56485350010917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
2,"[0, 0.2]",0,,0,0,0,0,0,11,11,11,,,,,,,,,,,268.5648703002371,None,268.5648703002371,269.5648755002767,269.5482311001979,270.5482244002633,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,268.5648703002371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
4,"[-0.2, 0]",0,,0,0,0,0,0,12,12,12,,,,,,,,,,,270.564897000324,None,270.564897000324,271.5648956000805,271.54821960022673,272.54824080038816,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,270.564897000324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
4,"[-0.2, 0]",1,,0,0,0,0,0,13,13,13,,,,,,,,,,,272.5648907003924,None,272.5648907003924,273.5649162000045,273.54824680043384,274.54825440002605,0,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,272.5648907003924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
8,"[0, -0.2]",0,,0,0,0,0,0,14,14,14,,,,,,,,,,,274.5649194000289,None,274.5649194000289,275.5649246000685,275.5482526002452,276.54826710000634,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,274.5649194000289,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
5,"[0, 0]",0,,0,0,0,0,0,15,15,15,,,,,,,,,,,276.5649465001188,None,276.5649465001188,277.56493740016595,277.5482678003609,278.5482857003808,1,0.17314814814814813,-0.07777777777777778,"[0, 0, 0]",0,0,276.5649465001188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1547,WASABI distractmap,2020.2.10,60.002292091040594,"['Right Arm', 'Left Leg', 'Right Face', 'Left Arm', 'Left Arm', 'Right Leg', 'Chest', 'Abdomen', 'Chest', 'Right Leg', 'Right Arm', 'Left Face', 'Abdomen', 'Left Face', 'Left Leg', 'Right Face']",
